  6.4000000e+001 -4.0000000e+000 -0.0000000e+000
  7.7000000e+001 -1.0000000e+000  1.0000000e+000
  8.1000000e+001  0.0000000e+000  1.0000000e+000
  8.3000000e+001  1.0000000e+000  1.0000000e+000
  9.7000000e+001  3.0000000e+000  0.0000000e+000
  9.4000000e+001  3.0000000e+000 -3.0000000e+000
  8.0000000e+001 -0.0000000e+000 -4.0000000e+000
  6.0000000e+001 -4.0000000e+000 -4.0000000e+000
  6.3000000e+001 -3.0000000e+000 -0.0000000e+000
  6.9000000e+001 -2.0000000e+000  2.0000000e+000
  7.7000000e+001  0.0000000e+000  2.0000000e+000
  8.3000000e+001  2.0000000e+000  2.0000000e+000
  9.6000000e+001  4.0000000e+000 -0.0000000e+000
  9.2000000e+001  4.0000000e+000 -4.0000000e+000
  7.6000000e+001  0.0000000e+000 -3.0000000e+000
  6.0000000e+001 -3.0000000e+000 -3.0000000e+000
  6.3000000e+001 -1.0000000e+000  0.0000000e+000
  6.4000000e+001 -1.0000000e+000  1.0000000e+000
  6.9000000e+001 -0.0000000e+000  2.0000000e+000
  7.7000000e+001  3.0000000e+000  2.0000000e+000
  9.6000000e+001  6.0000000e+000  0.0000000e+000
  8.0000000e+001  3.0000000e+000 -3.0000000e+000
  6.8000000e+001  0.0000000e+000 -3.0000000e+000
  6.2000000e+001 -1.0000000e+000 -1.0000000e+000
  6.1000000e+001 -1.0000000e+000 -0.0000000e+000
  6.2000000e+001 -1.0000000e+000  1.0000000e+000
  6.9000000e+001  0.0000000e+000  4.0000000e+000
  8.3000000e+001  4.0000000e+000  4.0000000e+000
  9.4000000e+001  6.0000000e+000 -0.0000000e+000
  7.2000000e+001  1.0000000e+000 -1.0000000e+000
  6.8000000e+001  0.0000000e+000 -1.0000000e+000
  6.0000000e+001 -1.0000000e+000 -1.0000000e+000
  6.1000000e+001 -3.0000000e+000 -0.0000000e+000
  6.4000000e+001 -3.0000000e+000  3.0000000e+000
  7.7000000e+001  0.0000000e+000  4.0000000e+000
  9.8000000e+001  4.0000000e+000  4.0000000e+000
  9.4000000e+001  4.0000000e+000 -0.0000000e+000
  8.0000000e+001  1.0000000e+000 -1.0000000e+000
  7.6000000e+001 -0.0000000e+000 -1.0000000e+000
  7.2000000e+001 -1.0000000e+000 -1.0000000e+000
  6.2000000e+001 -4.0000000e+000  0.0000000e+000
  6.9000000e+001 -3.0000000e+000  3.0000000e+000
  8.1000000e+001 -0.0000000e+000  3.0000000e+000
  9.8000000e+001  3.0000000e+000  3.0000000e+000
  9.5000000e+001  3.0000000e+000  0.0000000e+000
  9.2000000e+001  3.0000000e+000 -3.0000000e+000
  8.0000000e+001 -0.0000000e+000 -2.0000000e+000
  7.2000000e+001 -2.0000000e+000 -2.0000000e+000
  6.2000000e+001 -5.0000000e+000 -0.0000000e+000
  7.3000000e+001 -3.0000000e+000  3.0000000e+000
  8.3000000e+001 -0.0000000e+000  3.0000000e+000
  9.7000000e+001  2.0000000e+000  2.0000000e+000
  9.5000000e+001  2.0000000e+000  0.0000000e+000
  9.3000000e+001  2.0000000e+000 -2.0000000e+000
  8.2000000e+001 -0.0000000e+000 -9.0000000e+000
  7.6000000e+001 -2.0000000e+000 -2.0000000e+000
  8.0000000e+001 -1.0000000e+000 -0.0000000e+000
  6.5000000e+001 -5.0000000e+000  5.0000000e+000
  8.3000000e+001  0.0000000e+000  5.0000000e+000
  9.5000000e+001  2.0000000e+000  2.0000000e+000
  9.3000000e+001  2.0000000e+000  0.0000000e+000
  9.1000000e+001  2.0000000e+000 -2.0000000e+000
  8.2000000e+001 -0.0000000e+000 -7.0000000e+000
  7.5000000e+001 -2.0000000e+000 -2.0000000e+000
  7.9000000e+001 -2.0000000e+000 -0.0000000e+000
  8.0000000e+001 -2.0000000e+000  2.0000000e+000
  8.5000000e+001  0.0000000e+000  7.0000000e+000
  9.2000000e+001  1.0000000e+000  1.0000000e+000
  9.1000000e+001  1.0000000e+000  0.0000000e+000
  9.0000000e+001  1.0000000e+000 -1.0000000e+000
  8.4000000e+001 -0.0000000e+000 -5.0000000e+000
