0.000,0.005,0.001,0.001,0.003,0.000,0.001,0.002,0.002,0.001,0.000,0.000,0.000,0.003,0.000,0.001,0.000,0.012,0.003,0.001,0.389,0.000,0.002,0.000,0.008,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.001,0.002,0.002,0.000,0.004,0.005,0.000,0.000,0.004,0.006,0.002,0.110,0.005,0.000,0.002,0.943,0.460,0.000,0.000,0.000,0.000,0.003,0.000,0.017,0.000,0.000,0.015,0.003,0.001,0.016,0.003,0.001,0.000,0.002,0.000,0.000,0.002,0.010,0.000,0.001,0.003,0.003,0.001,0.005,0.000,0.012,0.001,0.001,0.000,0.001,0.926,0.001,0.000,0.002,0.000,0.001,0.000,0.001,0.000,0.002,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.395,0.008,0.000,0.000,0.000,0.000,0.071,0.000,0.011
0.000,0.003,0.008,0.002,0.002,0.000,0.001,0.000,0.005,0.001,0.000,0.000,0.000,0.003,0.003,0.001,0.001,0.001,0.006,0.001,0.375,0.000,0.004,0.001,0.009,0.001,0.005,0.007,0.000,0.000,0.001,0.002,0.000,0.001,0.007,0.000,0.003,0.001,0.000,0.000,0.022,0.001,0.000,0.006,0.005,0.003,0.138,0.020,0.002,0.001,0.435,0.416,0.001,0.000,0.003,0.001,0.005,0.000,0.010,0.000,0.036,0.074,0.005,0.002,0.020,0.000,0.001,0.000,0.002,0.000,0.000,0.004,0.464,0.006,0.002,0.003,0.005,0.001,0.005,0.003,0.004,0.001,0.001,0.000,0.006,0.621,0.001,0.002,0.005,0.000,0.001,0.001,0.001,0.003,0.005,0.006,0.000,0.000,0.000,0.002,0.001,0.000,0.670,0.003,0.000,0.006,0.001,0.017,0.103,0.295,0.061
0.000,0.001,0.004,0.002,0.000,0.000,0.001,0.003,0.003,0.001,0.035,0.000,0.000,0.011,0.003,0.002,0.001,0.009,0.004,0.001,0.283,0.000,0.010,0.000,0.004,0.000,0.036,0.000,0.024,0.000,0.001,0.000,0.004,0.008,0.623,0.000,0.001,0.001,0.000,0.000,0.043,0.000,0.000,0.003,0.003,0.000,0.065,0.003,0.010,0.000,0.005,0.004,0.000,0.000,0.002,0.000,0.004,0.001,0.007,0.000,0.000,0.017,0.005,0.002,0.006,0.000,0.001,0.000,0.001,0.012,0.000,0.000,0.036,0.000,0.001,0.002,0.001,0.001,0.000,0.002,0.004,0.002,0.001,0.012,0.001,0.683,0.001,0.001,0.002,0.000,0.001,0.000,0.001,0.000,0.038,0.010,0.000,0.000,0.000,0.001,0.000,0.000,0.024,0.001,0.000,0.000,0.001,0.000,0.182,0.000,0.044
0.000,0.001,0.000,0.002,0.000,0.000,0.001,0.005,0.005,0.003,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.002,0.576,0.000,0.006,0.000,0.009,0.001,0.005,0.000,0.000,0.000,0.006,0.000,0.000,0.001,0.004,0.000,0.000,0.000,0.000,0.000,0.019,0.001,0.000,0.003,0.002,0.000,0.032,0.001,0.001,0.000,0.035,0.078,0.000,0.000,0.000,0.001,0.004,0.000,0.008,0.000,0.008,0.010,0.004,0.001,0.006,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.013,0.001,0.000,0.004,0.001,0.001,0.005,0.000,0.002,0.001,0.001,0.000,0.001,0.486,0.000,0.001,0.001,0.076,0.000,0.000,0.001,0.000,0.005,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.190,0.002,0.003,0.000,0.002,0.000,0.169,0.000,0.024
0.000,0.001,0.000,0.003,0.000,0.000,0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.003,0.002,0.098,0.000,0.000,0.000,0.004,0.001,0.011,0.005,0.000,0.000,0.001,0.000,0.000,0.001,0.003,0.000,0.000,0.002,0.000,0.000,0.104,0.000,0.000,0.018,0.000,0.000,0.452,0.002,0.008,0.002,0.007,0.011,0.001,0.000,0.002,0.000,0.002,0.001,0.006,0.000,0.000,0.044,0.005,0.004,0.042,0.003,0.001,0.000,0.001,0.000,0.000,0.003,0.016,0.001,0.000,0.003,0.001,0.001,0.004,0.000,0.005,0.001,0.001,0.020,0.001,0.709,0.001,0.001,0.001,0.000,0.000,0.001,0.001,0.000,0.001,0.003,0.000,0.000,0.000,0.002,0.000,0.000,0.319,0.002,0.000,0.000,0.019,0.000,0.154,0.000,0.012
0.000,0.012,0.000,0.001,0.003,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.001,0.000,0.001,0.001,0.054,0.000,0.000,0.000,0.003,0.000,0.000,0.002,0.005,0.001,0.000,0.000,0.000,0.000,0.016,0.001,0.000,0.006,0.000,0.002,0.051,0.001,0.000,0.000,0.002,0.000,0.038,0.000,0.000,0.001,0.002,0.001,0.005,0.000,0.000,0.008,0.010,0.001,0.020,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.006,0.000,0.000,0.002,0.000,0.003,0.000,0.000,0.004,0.001,0.001,0.000,0.001,0.312,0.001,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.011
0.000,0.002,0.004,0.001,0.001,0.000,0.000,0.000,0.004,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.003,0.003,0.025,0.000,0.001,0.000,0.003,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.004,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.010,0.007,0.000,0.099,0.002,0.000,0.000,0.010,0.010,0.001,0.000,0.000,0.001,0.000,0.001,0.048,0.000,0.000,0.007,0.003,0.024,0.022,0.000,0.001,0.000,0.001,0.000,0.000,0.004,0.839,0.005,0.000,0.003,0.022,0.000,0.011,0.003,0.002,0.002,0.001,0.000,0.002,0.947,0.002,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.003,0.004,0.002,0.000,0.000,0.000,0.000,0.000,0.613,0.000,0.000,0.000,0.001,0.000,0.083,0.000,0.015
0.000,0.004,0.001,0.001,0.001,0.000,0.000,0.002,0.006,0.001,0.000,0.000,0.000,0.018,0.000,0.003,0.001,0.009,0.000,0.016,0.017,0.003,0.002,0.000,0.014,0.001,0.004,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.014,0.005,0.001,0.000,0.000,0.002,0.001,0.000,0.003,0.003,0.000,0.016,0.008,0.000,0.000,0.073,0.014,0.000,0.000,0.000,0.001,0.039,0.001,0.140,0.000,0.000,0.006,0.001,0.002,0.017,0.002,0.001,0.000,0.001,0.000,0.000,0.006,0.135,0.002,0.010,0.004,0.010,0.003,0.010,0.000,0.011,0.002,0.001,0.054,0.001,0.926,0.001,0.000,0.001,0.000,0.001,0.000,0.002,0.000,0.001,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.004,0.001,0.000,0.001,0.000,0.048,0.000,0.051
0.012,0.027,0.003,0.002,0.004,0.000,0.002,0.000,0.004,0.009,0.000,0.000,0.006,0.010,0.000,0.000,0.001,0.083,0.002,0.002,0.320,0.003,0.008,0.000,1.000,0.001,0.010,0.006,0.000,0.000,0.001,0.002,0.013,0.008,0.006,0.004,0.014,0.002,0.000,0.000,0.007,0.003,0.000,0.011,0.011,0.002,0.598,0.002,0.000,0.000,0.228,0.013,0.001,0.000,0.000,0.001,0.001,0.001,0.052,0.009,0.016,0.007,0.004,0.002,0.018,0.005,0.001,0.000,0.002,0.000,0.071,0.007,0.680,0.003,0.003,0.003,0.005,0.001,0.008,0.007,0.003,0.002,0.001,0.000,0.003,0.781,0.051,0.000,0.016,0.000,0.001,0.001,0.001,0.004,0.002,0.039,0.000,0.992,0.007,0.000,0.000,0.008,0.090,0.022,0.003,0.074,0.000,0.000,0.137,0.183,0.022
0.000,0.004,0.002,0.002,0.000,0.000,0.001,0.007,0.004,0.001,0.000,0.000,0.000,0.005,0.000,0.001,0.000,0.007,0.002,0.002,0.074,0.001,0.002,0.000,0.004,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.003,0.004,0.002,0.001,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.003,0.003,0.002,0.034,0.005,0.000,0.000,0.007,0.005,0.000,0.000,0.000,0.001,0.005,0.000,0.019,0.000,0.000,0.033,0.001,0.003,0.032,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.065,0.001,0.001,0.003,0.002,0.001,0.008,0.001,0.002,0.001,0.001,0.000,0.001,0.871,0.001,0.000,0.010,0.000,0.002,0.010,0.001,0.002,0.002,0.004,0.000,0.000,0.000,0.001,0.000,0.005,0.852,0.005,0.000,0.000,0.001,0.000,0.106,0.000,0.015
