0.000,0.008,0.002,0.001,0.001,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.004,0.001,0.098,0.000,0.003,0.001,0.010,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.025,0.008,0.000,0.000,0.000,0.004,0.000,0.000,0.002,0.000,0.000,0.079,0.001,0.001,0.000,0.003,0.028,0.001,0.000,0.000,0.000,0.010,0.001,0.045,0.000,0.000,0.027,0.007,0.001,0.009,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.013,0.000,0.000,0.003,0.000,0.001,0.005,0.000,0.001,0.001,0.001,0.000,0.001,0.391,0.001,0.001,0.002,0.000,0.000,0.000,0.004,0.000,0.010,0.004,0.000,0.000,0.000,0.001,0.230,0.000,0.128,0.001,0.000,0.000,0.001,0.000,0.067,0.000,0.020
0.000,0.000,0.000,0.002,0.002,0.000,0.001,0.000,0.002,0.002,0.000,0.000,0.013,0.002,0.001,0.001,0.000,0.000,0.000,0.001,0.247,0.000,0.010,0.000,0.005,0.001,0.020,0.005,0.000,0.000,0.002,0.004,0.000,0.003,0.004,0.000,0.002,0.000,0.000,0.000,0.005,0.000,0.000,0.004,0.000,0.000,0.212,0.002,0.002,0.000,0.029,0.010,0.000,0.000,0.000,0.000,0.008,0.000,0.004,0.000,0.000,0.014,0.001,0.001,0.033,0.001,0.001,0.000,0.003,0.000,0.000,0.009,0.012,0.000,0.007,0.007,0.001,0.001,0.003,0.001,0.014,0.002,0.001,0.000,0.001,0.929,0.001,0.009,0.018,0.000,0.002,0.000,0.002,0.000,0.001,0.005,0.002,0.000,0.000,0.001,0.001,0.000,0.097,0.011,0.000,0.000,0.013,0.000,0.224,0.000,0.011
0.000,0.003,0.000,0.001,0.004,0.000,0.001,0.002,0.005,0.001,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.001,0.001,0.001,0.052,0.000,0.003,0.000,0.001,0.001,0.023,0.000,0.000,0.000,0.005,0.000,0.000,0.002,0.006,0.003,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.006,0.000,0.000,0.024,0.001,0.011,0.000,0.003,0.000,0.001,0.000,0.000,0.001,0.002,0.000,0.004,0.000,0.000,0.011,0.004,0.002,0.016,0.000,0.001,0.000,0.001,0.011,0.000,0.000,0.002,0.000,0.000,0.003,0.000,0.001,0.000,0.000,0.002,0.002,0.001,0.000,0.001,0.098,0.001,0.002,0.000,0.000,0.000,0.000,0.003,0.002,0.002,0.002,0.000,0.000,0.005,0.002,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.060
0.000,0.006,0.000,0.002,0.007,0.000,0.001,0.003,0.002,0.001,0.000,0.000,0.005,0.002,0.009,0.001,0.001,0.003,0.011,0.002,0.293,0.000,0.009,0.001,0.004,0.001,0.015,0.000,0.000,0.000,0.001,0.000,0.002,0.008,0.007,0.005,0.007,0.001,0.000,0.000,0.040,0.001,0.000,0.005,0.003,0.000,0.133,0.002,0.001,0.002,0.068,0.068,0.004,0.000,0.001,0.001,0.017,0.001,0.006,0.000,0.008,0.055,0.002,0.009,0.030,0.001,0.001,0.000,0.002,0.000,0.000,0.008,0.151,0.001,0.002,0.003,0.002,0.002,0.004,0.006,0.004,0.003,0.001,0.000,0.002,0.128,0.002,0.001,0.009,0.009,0.001,0.001,0.001,0.000,0.018,0.006,0.015,0.000,0.000,0.001,0.002,0.007,0.119,0.001,0.001,0.000,0.001,0.000,0.102,0.070,0.025
0.000,0.001,0.002,0.012,0.006,0.000,0.000,0.001,0.005,0.002,0.000,0.000,0.000,0.002,0.001,0.001,0.000,0.003,0.008,0.001,0.105,0.000,0.001,0.001,0.002,0.000,0.003,0.004,0.000,0.000,0.007,0.001,0.000,0.001,0.006,0.007,0.005,0.000,0.000,0.000,0.006,0.000,0.000,0.008,0.000,0.002,0.040,0.033,0.001,0.000,0.005,0.000,0.001,0.000,0.000,0.001,0.008,0.001,0.023,0.000,0.000,0.049,0.001,0.002,0.034,0.001,0.001,0.000,0.002,0.000,0.000,0.011,0.134,0.000,0.000,0.003,0.001,0.001,0.005,0.006,0.002,0.001,0.001,0.000,0.004,0.329,0.001,0.001,0.004,0.000,0.000,0.000,0.001,0.000,0.006,0.006,0.000,0.000,0.000,0.000,0.004,0.000,0.214,0.003,0.000,0.005,0.000,0.000,0.320,0.000,0.010
0.006,0.012,0.001,0.001,0.002,0.000,0.001,0.005,0.033,0.196,0.089,0.000,0.000,0.006,0.001,0.007,0.001,0.003,0.006,0.001,0.133,0.002,0.005,0.001,0.999,0.000,0.008,0.007,0.000,0.000,0.001,0.004,0.002,0.002,0.002,0.002,0.013,0.001,0.000,0.000,0.022,0.001,0.000,0.009,0.003,0.000,0.127,0.142,0.001,0.004,0.014,0.039,0.011,0.014,0.049,0.000,0.003,0.001,0.349,0.000,0.050,0.974,0.003,0.002,0.075,0.001,0.001,0.000,0.009,0.046,0.000,0.002,0.548,0.002,0.003,0.003,0.023,0.001,0.008,0.038,0.002,0.001,0.001,0.000,0.002,0.905,0.007,0.002,0.034,0.106,0.004,0.001,0.001,0.002,0.006,0.009,0.000,0.000,0.000,0.002,0.000,0.014,0.869,0.134,0.000,0.134,0.001,0.000,0.419,0.006,0.016
0.000,0.002,0.000,0.002,0.000,0.000,0.001,0.000,0.004,0.006,0.000,0.000,0.000,0.002,0.000,0.001,0.000,0.002,0.000,0.002,0.162,0.000,0.002,0.000,0.002,0.000,0.011,0.003,0.000,0.000,0.003,0.004,0.010,0.002,0.003,0.000,0.007,0.000,0.000,0.000,0.003,0.000,0.002,0.003,0.004,0.000,0.715,0.006,0.000,0.000,0.011,0.011,0.001,0.001,0.000,0.001,0.003,0.000,0.033,0.000,0.028,0.007,0.002,0.001,0.156,0.001,0.001,0.000,0.002,0.000,0.000,0.002,0.890,0.007,0.001,0.003,0.001,0.001,0.000,0.014,0.003,0.005,0.001,0.000,0.001,0.610,0.002,0.001,0.027,0.000,0.000,0.000,0.001,0.000,0.003,0.004,0.000,0.000,0.000,0.001,0.000,0.007,0.880,0.005,0.004,0.005,0.000,0.000,0.082,0.000,0.010
0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.011,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.002,0.000,0.002,0.062,0.000,0.002,0.010,0.002,0.000,0.002,0.000,0.000,0.000,0.001,0.002,0.000,0.001,0.001,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.006,0.010,0.000,0.065,0.002,0.002,0.000,0.869,0.293,0.000,0.000,0.000,0.000,0.000,0.001,0.059,0.000,0.008,0.009,0.000,0.001,0.042,0.000,0.001,0.000,0.001,0.000,0.000,0.007,0.185,0.003,0.001,0.002,0.005,0.001,0.052,0.003,0.001,0.001,0.001,0.000,0.001,0.871,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.006,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.274,0.000,0.001,0.000,0.001,0.000,0.032,0.015,0.007
0.000,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.003,0.014,0.000,0.000,0.005,0.002,0.001,0.016,0.000,0.003,0.002,0.003,0.068,0.003,0.004,0.000,0.003,0.001,0.005,0.013,0.000,0.000,0.001,0.000,0.002,0.002,0.019,0.005,0.004,0.001,0.000,0.000,0.006,0.000,0.000,0.004,0.003,0.000,0.502,0.022,0.001,0.002,0.164,0.128,0.002,0.000,0.007,0.001,0.002,0.001,0.013,0.004,0.010,0.010,0.005,0.001,0.032,0.001,0.001,0.000,0.004,0.269,0.000,0.002,0.304,0.001,0.003,0.006,0.002,0.001,0.012,0.001,0.015,0.002,0.001,0.000,0.003,0.811,0.001,0.001,0.003,0.000,0.002,0.000,0.001,0.000,0.001,0.009,0.000,0.000,0.000,0.001,0.000,0.000,0.401,0.002,0.000,0.000,0.001,0.000,0.092,0.009,0.015
0.000,0.002,0.004,0.002,0.001,0.000,0.001,0.004,0.004,0.006,0.020,0.000,0.000,0.004,0.000,0.003,0.000,0.010,0.004,0.006,0.048,0.015,0.008,0.003,0.034,0.000,0.006,0.005,0.000,0.000,0.002,0.001,0.002,0.001,0.208,0.003,0.002,0.001,0.000,0.000,0.003,0.000,0.000,0.020,0.010,0.000,0.068,0.011,0.002,0.002,0.011,0.026,0.000,0.000,0.002,0.001,0.003,0.000,0.025,0.012,0.007,0.018,0.001,0.009,0.031,0.001,0.001,0.000,0.004,0.000,0.000,0.057,0.275,0.001,0.001,0.003,0.003,0.001,0.003,0.002,0.003,0.002,0.001,0.000,0.002,0.011,0.003,0.004,0.005,0.000,0.007,0.004,0.005,0.000,0.002,0.013,0.000,0.000,0.000,0.003,0.000,0.008,0.642,0.002,0.001,0.000,0.000,0.017,0.060,0.005,0.013
